antidep,var_id,cgrp,ctype,code,coef,likelir,vif,description,notes,Proper,Revised
VENLAFAXINE,739,rx,GEN,G00633,0.12,1.36,1.01,AMLODIPINE BESYLATE/BENAZEPRIL,OTHER ANTIHYPERTENSIVES,Amlodipine Besylate/Benazepril,Amlodipine Besylate/Benazepril
Less common antidepressants or combination of antidepressants,753,rx,GEN,G00687,-0.02,0.97,1.03,AMOXICILLIN,MISCELLANEOUS,Amoxicillin,Amoxicillin
CITALOPRAM,544,dxo,ICD9,7830,-0.11,0.7,1.04,ANOREXIA,RESIDUAL CODES; UNCLASSIFIED,Anorexia,Anorexia
PAROXETINE,528,dxo,ICD9,7830,-0.12,0.74,1.04,ANOREXIA,RESIDUAL CODES; UNCLASSIFIED,Anorexia,Anorexia
BUPROPION,153,dxo,ICD9,30000,-0.08,1.05,1.06,"ANXIETY STATE, UNSPECIFIED",ANXIETY DISORDERS,"Anxiety State, Unspecified",Anxiety State
CITALOPRAM,194,dxo,ICD9,30000,-0.04,0.86,1.16,"ANXIETY STATE, UNSPECIFIED",ANXIETY DISORDERS,"Anxiety State, Unspecified",Anxiety State
DULOXETINE,197,dxo,ICD9,30000,-0.04,0.89,1.15,"ANXIETY STATE, UNSPECIFIED",ANXIETY DISORDERS,"Anxiety State, Unspecified",Anxiety State
FLUOXETINE,173,dxo,ICD9,30000,-0.04,0.83,1.18,"ANXIETY STATE, UNSPECIFIED",ANXIETY DISORDERS,"Anxiety State, Unspecified",Anxiety State
ROPINIROLE,221,dxo,ICD9,30000,-0.09,0.87,1.07,"ANXIETY STATE, UNSPECIFIED",ANXIETY DISORDERS,"Anxiety State, Unspecified",Anxiety State
SERTRALINE,191,dxo,ICD9,30000,-0.03,0.84,1.17,"ANXIETY STATE, UNSPECIFIED",ANXIETY DISORDERS,"Anxiety State, Unspecified",Anxiety State
Less common antidepressants or combination of antidepressants,208,dxo,ICD9,30000,-0.05,0.88,1.2,"ANXIETY STATE, UNSPECIFIED",ANXIETY DISORDERS,"Anxiety State, Unspecified",Anxiety State
CITALOPRAM,762,rx,GEN,G00825,-0.66,0.28,1.07,ARIPIPRAZOLE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Aripiprazole,Aripiprazole
DESVENLAFAXINE,739,rx,GEN,G00825,-0.75,0.32,1.11,ARIPIPRAZOLE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Aripiprazole,Aripiprazole
DULOXETINE,763,rx,GEN,G00825,-0.6,0.42,1.09,ARIPIPRAZOLE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Aripiprazole,Aripiprazole
ESCITALOPRAM,745,rx,GEN,G00825,-0.41,0.7,1.07,ARIPIPRAZOLE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Aripiprazole,Aripiprazole
FLUOXETINE,738,rx,GEN,G00825,-0.58,0.3,1.09,ARIPIPRAZOLE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Aripiprazole,Aripiprazole
MIRTAZAPINE,807,rx,GEN,G00825,-0.22,0.83,1.05,ARIPIPRAZOLE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Aripiprazole,Aripiprazole
PAROXETINE,736,rx,GEN,G00825,-0.61,0.34,1.07,ARIPIPRAZOLE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Aripiprazole,Aripiprazole
ROPINIROLE,769,rx,GEN,G00825,-0.28,0.52,1.06,ARIPIPRAZOLE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Aripiprazole,Aripiprazole
SERTRALINE,759,rx,GEN,G00825,-0.73,0.25,1.08,ARIPIPRAZOLE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Aripiprazole,Aripiprazole
TRAZODONE,769,rx,GEN,G00825,0.26,2.52,1.06,ARIPIPRAZOLE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Aripiprazole,Aripiprazole
VENLAFAXINE,743,rx,GEN,G00825,-0.62,0.32,1.09,ARIPIPRAZOLE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Aripiprazole,Aripiprazole
Less common antidepressants or combination of antidepressants,755,rx,GEN,G00825,-0.51,0.45,1.09,ARIPIPRAZOLE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Aripiprazole,Aripiprazole
Less common antidepressants or combination of antidepressants,662,dxo,ICD9,V454,0.05,1.18,1.07,ARTHRODESIS STATUS,OTHER CONNECTIVE TISSUE DISEAS,Arthrodesis Status,Arthrodesis Status
CITALOPRAM,763,rx,GEN,G00956,0.04,1.21,1.03,ATENOLOL,OTHER CARDIOVASCULAR PREPS,Atenolol,Atenolol
NORTRIPTYLINE,283,dxo,ICD9,4400,-0.63,0.63,1.01,ATHEROSCLEROSIS OF AORTA,PERIPHERAL AND VISCERAL ATHERO,Atherosclerosis Of Aorta,Atherosclerosis Of Aorta
TRAZODONE,332,dxo,ICD9,4400,0.33,1.27,1,ATHEROSCLEROSIS OF AORTA,PERIPHERAL AND VISCERAL ATHERO,Atherosclerosis Of Aorta,Atherosclerosis Of Aorta
CITALOPRAM,305,dxo,ICD9,44020,-0.12,0.86,1.08,"ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES, UNSPECIFIED",PERIPHERAL AND VISCERAL ATHERO,"Atherosclerosis Of Native Arteries Of The Extremities, Unspecified",Atherosclerosis Of Native Arteries of The Extremities
SERTRALINE,297,dxo,ICD9,44020,-0.1,0.95,1.08,"ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES, UNSPECIFIED",PERIPHERAL AND VISCERAL ATHERO,"Atherosclerosis Of Native Arteries Of The Extremities, Unspecified",Atherosclerosis Of Native Arteries of The Extremities
Less common antidepressants or combination of antidepressants,317,dxo,ICD9,44020,-0.12,1.02,1.12,"ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES, UNSPECIFIED",PERIPHERAL AND VISCERAL ATHERO,"Atherosclerosis Of Native Arteries Of The Extremities, Unspecified",Atherosclerosis Of Native Arteries of The Extremities
CITALOPRAM,764,rx,GEN,G00964,0.1,1.33,1.17,ATORVASTATIN CALCIUM,LIPOTROPICS,Atorvastatin Calcium,Atorvastatin Calcium
DULOXETINE,765,rx,GEN,G00964,0.05,1.16,1.17,ATORVASTATIN CALCIUM,LIPOTROPICS,Atorvastatin Calcium,Atorvastatin Calcium
ESCITALOPRAM,748,rx,GEN,G00964,0.07,1.24,1.12,ATORVASTATIN CALCIUM,LIPOTROPICS,Atorvastatin Calcium,Atorvastatin Calcium
FLUOXETINE,741,rx,GEN,G00964,0.12,1.56,1.24,ATORVASTATIN CALCIUM,LIPOTROPICS,Atorvastatin Calcium,Atorvastatin Calcium
PAROXETINE,738,rx,GEN,G00964,0.08,1.39,1.17,ATORVASTATIN CALCIUM,LIPOTROPICS,Atorvastatin Calcium,Atorvastatin Calcium
SERTRALINE,761,rx,GEN,G00964,0.12,1.45,1.24,ATORVASTATIN CALCIUM,LIPOTROPICS,Atorvastatin Calcium,Atorvastatin Calcium
VENLAFAXINE,745,rx,GEN,G00964,0.07,1.26,1.18,ATORVASTATIN CALCIUM,LIPOTROPICS,Atorvastatin Calcium,Atorvastatin Calcium
Less common antidepressants or combination of antidepressants,757,rx,GEN,G00964,0.07,1.28,1.21,ATORVASTATIN CALCIUM,LIPOTROPICS,Atorvastatin Calcium,Atorvastatin Calcium
MIRTAZAPINE,311,dxo,ICD9,31401,-0.32,0.58,1.16,ATTENTION DEFICIT DISORDER OF CHILDHOOD WITH HYPERACTIVITY,ATTENTION-DEFICIT CONDUCT AND,Attention Deficit Disorder Of Childhood With Hyperactivity,Attention Deficit Disorder of Childhood With Hyperactivity
SERTRALINE,211,dxo,ICD9,31401,-0.07,0.44,1.23,ATTENTION DEFICIT DISORDER OF CHILDHOOD WITH HYPERACTIVITY,ATTENTION-DEFICIT CONDUCT AND,Attention Deficit Disorder Of Childhood With Hyperactivity,Attention Deficit Disorder of Childhood With Hyperactivity
Less common antidepressants or combination of antidepressants,230,dxo,ICD9,31401,-0.03,0.58,1.18,ATTENTION DEFICIT DISORDER OF CHILDHOOD WITH HYPERACTIVITY,ATTENTION-DEFICIT CONDUCT AND,Attention Deficit Disorder Of Childhood With Hyperactivity,Attention Deficit Disorder of Childhood With Hyperactivity
DOXEPIN,211,dxo,ICD9,31400,-0.46,0.5,1.03,ATTENTION DEFICIT DISORDER OF CHILDHOOD WITHOUT MENTION OF HYPERACTIVITY,ATTENTION-DEFICIT CONDUCT AND,Attention Deficit Disorder Of Childhood Without Mention Of Hyperactivity,Attention Deficit Disorder of Childhood With Hyperactivity
Less common antidepressants or combination of antidepressants,204,dxo,ICD9,29682,-0.12,0.88,1.01,ATYPICAL DEPRESSIVE DISORDER,MOOD DISORDERS,Atypical Depressive Disorder,Atypical Depressive Disorder
CITALOPRAM,766,rx,GEN,G01016,-0.02,0.96,1.07,AZITHROMYCIN,OPHTHALMIC PREPARATIONS,Azithromycin,Azithromycin
PAROXETINE,740,rx,GEN,G01016,-0.03,0.96,1.06,AZITHROMYCIN,OPHTHALMIC PREPARATIONS,Azithromycin,Azithromycin
SERTRALINE,763,rx,GEN,G01016,-0.04,0.96,1.08,AZITHROMYCIN,OPHTHALMIC PREPARATIONS,Azithromycin,Azithromycin
VENLAFAXINE,747,rx,GEN,G01016,-0.03,0.96,1.1,AZITHROMYCIN,OPHTHALMIC PREPARATIONS,Azithromycin,Azithromycin
Less common antidepressants or combination of antidepressants,759,rx,GEN,G01016,-0.04,0.96,1.11,AZITHROMYCIN,OPHTHALMIC PREPARATIONS,Azithromycin,Azithromycin
AMITRIPTYLINE,757,rx,GEN,G01123,0.22,1.83,1.02,BACLOFEN,MUSCLE RELAXANTS,Baclofen,Baclofen
Less common antidepressants or combination of antidepressants,665,dxo,ICD9,V4586,0.09,1.15,1.05,BARIATRIC SURGERY STATUS,RESIDUAL CODES; UNCLASSIFIED,Bariatric Surgery Status,Bariatric Surgery
ROPINIROLE,775,rx,GEN,G01198,0.33,1.44,1,BENAZEPRIL HCL,OTHER ANTIHYPERTENSIVES,Benazepril Hcl,Benazepril 
CITALOPRAM,277,dxo,ICD9,40210,-0.1,1,1.01,BENIGN HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE,HYPERTENSION WITH COMPLICATION,Benign Hypertensive Heart Disease Without Heart Failure,Benign Hypertensive Heart Disease Without Heart Failure
FLUOXETINE,107,dxo,ICD9,2113,0.09,1.36,1.04,BENIGN NEOPLASM OF COLON,OTHER AND UNSPECIFIED BENIGN N,Benign Neoplasm Of Colon,Benign Neoplasm Of Colon
DESVENLAFAXINE,99,dxo,ICD9,2165,0.12,1.09,1.01,"BENIGN NEOPLASM OF SKIN OF TRUNK, EXCEPT SCROTUM",OTHER AND UNSPECIFIED BENIGN N,"Benign Neoplasm Of Skin Of Trunk, Except Scrotum","Benign Neoplasm Of Skin Of Trunk, Except Scrotum"
CITALOPRAM,190,dxo,ICD9,29680,-0.23,0.33,1.13,"BIPOLAR DISORDER, UNSPECIFIED",MOOD DISORDERS,"Bipolar Disorder, Unspecified",Bipolar Disorder
DESVENLAFAXINE,159,dxo,ICD9,29680,-0.29,0.3,1.14,"BIPOLAR DISORDER, UNSPECIFIED",MOOD DISORDERS,"Bipolar Disorder, Unspecified",Bipolar Disorder
DULOXETINE,193,dxo,ICD9,29680,-0.18,0.45,1.16,"BIPOLAR DISORDER, UNSPECIFIED",MOOD DISORDERS,"Bipolar Disorder, Unspecified",Bipolar Disorder
FLUOXETINE,169,dxo,ICD9,29680,-0.25,0.33,1.18,"BIPOLAR DISORDER, UNSPECIFIED",MOOD DISORDERS,"Bipolar Disorder, Unspecified",Bipolar Disorder
PAROXETINE,176,dxo,ICD9,29680,-0.17,0.42,1.14,"BIPOLAR DISORDER, UNSPECIFIED",MOOD DISORDERS,"Bipolar Disorder, Unspecified",Bipolar Disorder
ROPINIROLE,218,dxo,ICD9,29680,-0.29,0.47,1.14,"BIPOLAR DISORDER, UNSPECIFIED",MOOD DISORDERS,"Bipolar Disorder, Unspecified",Bipolar Disorder
SERTRALINE,187,dxo,ICD9,29680,-0.21,0.32,1.13,"BIPOLAR DISORDER, UNSPECIFIED",MOOD DISORDERS,"Bipolar Disorder, Unspecified",Bipolar Disorder
VENLAFAXINE,177,dxo,ICD9,29680,-0.21,0.32,1.17,"BIPOLAR DISORDER, UNSPECIFIED",MOOD DISORDERS,"Bipolar Disorder, Unspecified",Bipolar Disorder
Less common antidepressants or combination of antidepressants,203,dxo,ICD9,29680,-0.19,0.45,1.23,"BIPOLAR DISORDER, UNSPECIFIED",MOOD DISORDERS,"Bipolar Disorder, Unspecified",Bipolar Disorder
FLUOXETINE,168,dxo,ICD9,2967,-0.2,0.32,1.08,"BIPOLAR I DISORDER, MOST RECENT EPISODE (OR CURRENT) UNSPECIFIED",MOOD DISORDERS,"Bipolar I Disorder, Most Recent Episode (Or Current) Unspecified",Bipolar I Disorder
VENLAFAXINE,176,dxo,ICD9,2967,-0.16,0.32,1.09,"BIPOLAR I DISORDER, MOST RECENT EPISODE (OR CURRENT) UNSPECIFIED",MOOD DISORDERS,"Bipolar I Disorder, Most Recent Episode (Or Current) Unspecified",Bipolar I Disorder
Less common antidepressants or combination of antidepressants,202,dxo,ICD9,2967,-0.12,0.4,1.09,"BIPOLAR I DISORDER, MOST RECENT EPISODE (OR CURRENT) UNSPECIFIED",MOOD DISORDERS,"Bipolar I Disorder, Most Recent Episode (Or Current) Unspecified",Bipolar I Disorder
CITALOPRAM,256,dxo,ICD9,37300,-0.09,0.91,1.02,"BLEPHARITIS, UNSPECIFIED",INFLAMMATION; INFECTION OF EYE,"Blepharitis, Unspecified",Blepharitis
Less common antidepressants or combination of antidepressants,273,dxo,ICD9,37300,-0.06,1.03,1.01,"BLEPHARITIS, UNSPECIFIED",INFLAMMATION; INFECTION OF EYE,"Blepharitis, Unspecified",Blepharitis
CITALOPRAM,726,dxo,ICD9,V851,-0.11,0.93,1.01,"BODY MASS INDEX BETWEEN 19-24, ADULT",RESIDUAL CODES; UNCLASSIFIED,"Body Mass Index Between 19-24, Adult",An Adult with Body Mass Index Between 19-24
DULOXETINE,723,dxo,ICD9,V851,-0.26,0.76,1.02,"BODY MASS INDEX BETWEEN 19-24, ADULT",RESIDUAL CODES; UNCLASSIFIED,"Body Mass Index Between 19-24, Adult",An Adult with Body Mass Index Between 19-24
VENLAFAXINE,703,dxo,ICD9,V851,-0.16,0.85,1.01,"BODY MASS INDEX BETWEEN 19-24, ADULT",RESIDUAL CODES; UNCLASSIFIED,"Body Mass Index Between 19-24, Adult",An Adult with Body Mass Index Between 19-24
Less common antidepressants or combination of antidepressants,716,dxo,ICD9,V851,-0.05,1.05,1.02,"BODY MASS INDEX BETWEEN 19-24, ADULT",RESIDUAL CODES; UNCLASSIFIED,"Body Mass Index Between 19-24, Adult",An Adult with Body Mass Index Between 19-24
AMITRIPTYLINE,763,rx,GEN,G01683,0.21,1.79,1.1,BUPROPION ,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Bupropion ,Bupropion 
BUPROPION,741,rx,GEN,G01683,0.44,1.29,1.38,BUPROPION HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Bupropion Hcl,Bupropion 
CITALOPRAM,774,rx,GEN,G01683,-0.03,0.92,1.22,BUPROPION HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Bupropion Hcl,Bupropion 
DULOXETINE,774,rx,GEN,G01683,0.1,0.95,1.16,BUPROPION HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Bupropion Hcl,Bupropion 
ESCITALOPRAM,757,rx,GEN,G01683,0.11,1.28,1.23,BUPROPION HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Bupropion Hcl,Bupropion 
FLUOXETINE,752,rx,GEN,G01683,-0.03,0.89,1.24,BUPROPION HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Bupropion Hcl,Bupropion 
MIRTAZAPINE,819,rx,GEN,G01683,0.12,1.2,1.11,BUPROPION HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Bupropion Hcl,Bupropion 
TRAZODONE,782,rx,GEN,G01683,0.22,1.8,1.1,BUPROPION HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Bupropion Hcl,Bupropion 
VENLAFAXINE,754,rx,GEN,G01683,0.07,0.89,1.17,BUPROPION HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Bupropion Hcl,Bupropion 
Less common antidepressants or combination of antidepressants,766,rx,GEN,G01683,0.2,1,1.23,BUPROPION HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Bupropion Hcl,Bupropion 
ESCITALOPRAM,758,rx,GEN,G01694,0.14,1.25,1.02,BUSPIRONE HCL,ATARACTICS-TRANQUILIZERS,Buspirone Hcl,Buspirone 
ROPINIROLE,417,dxo,ICD9,5921,0.3,1.31,1,CALCULUS OF URETER,CALCULUS OF URINARY TRACT,Calculus Of Ureter,Calculus Of Ureter
DESVENLAFAXINE,92,dxo,ICD9,1121,-0.17,0.77,1.06,CANDIDIASIS OF VULVA AND VAGINA,MYCOSES,Candidiasis Of Vulva And Vagina,Candidiasis Of Vulva And Vagina
FLUOXETINE,105,dxo,ICD9,1121,-0.07,0.77,1.08,CANDIDIASIS OF VULVA AND VAGINA,MYCOSES,Candidiasis Of Vulva And Vagina,Candidiasis Of Vulva And Vagina
ROPINIROLE,153,dxo,ICD9,1121,-0.26,0.66,1.01,CANDIDIASIS OF VULVA AND VAGINA,MYCOSES,Candidiasis Of Vulva And Vagina,Candidiasis Of Vulva And Vagina
ROPINIROLE,785,rx,GEN,G02165,0.17,1.72,1.79,CARBIDOPA/LEVODOPA,ANTIPARKINSON,Carbidopa/Levodopa,Carbidopa/Levodopa
AMITRIPTYLINE,768,rx,GEN,G02234,0.27,1.71,1.04,CARISOPRODOL,MUSCLE RELAXANTS,Carisoprodol,Carisoprodol
PAROXETINE,756,rx,GEN,G02331,-0.12,0.82,1.01,CEFPROZIL,CEPHALOSPORINS,Cefprozil,Cefprozil
DULOXETINE,781,rx,GEN,G02361,0.07,1.19,1.03,CELECOXIB,ANTIARTHRITICS,Celecoxib,Celecoxib
FLUOXETINE,761,rx,GEN,G02361,0.05,1.32,1.02,CELECOXIB,ANTIARTHRITICS,Celecoxib,Celecoxib
SERTRALINE,778,rx,GEN,G02361,0.05,1.28,1.03,CELECOXIB,ANTIARTHRITICS,Celecoxib,Celecoxib
VENLAFAXINE,764,rx,GEN,G02361,0.05,1.15,1.02,CELECOXIB,ANTIARTHRITICS,Celecoxib,Celecoxib
Less common antidepressants or combination of antidepressants,483,dxo,ICD9,7231,-0.02,0.96,1.16,CERVICALGIA,SPONDYLOSIS; INTERVERTEBRAL DI,Cervicalgia,Cervicalgia
PAROXETINE,379,dxo,ICD9,6160,-0.11,0.72,1.03,CERVICITIS AND ENDOCERVICITIS,INFLAMMATORY DISEASES OF FEMAL,Cervicitis And Endocervicitis,Cervicitis And Endocervicitis
CITALOPRAM,784,rx,GEN,G02412,0.06,1.07,1.02,CETIRIZINE HCL,ANTIHISTAMINES,Cetirizine Hcl,Cetirizine 
DULOXETINE,783,rx,GEN,G02412,0.11,1.1,1.02,CETIRIZINE HCL,ANTIHISTAMINES,Cetirizine Hcl,Cetirizine 
ESCITALOPRAM,766,rx,GEN,G02412,-0.1,0.88,1.02,CETIRIZINE HCL,ANTIHISTAMINES,Cetirizine Hcl,Cetirizine 
SERTRALINE,780,rx,GEN,G02412,0.06,1.09,1.03,CETIRIZINE HCL,ANTIHISTAMINES,Cetirizine Hcl,Cetirizine 
VENLAFAXINE,766,rx,GEN,G02412,0.09,1.09,1.03,CETIRIZINE HCL,ANTIHISTAMINES,Cetirizine Hcl,Cetirizine 
Less common antidepressants or combination of antidepressants,777,rx,GEN,G02412,-0.05,0.85,1.04,CETIRIZINE HCL,ANTIHISTAMINES,Cetirizine Hcl,Cetirizine 
CITALOPRAM,563,dxo,ICD9,78659,-0.04,0.91,1.25,"CHEST PAIN, OTHER",NONSPECIFIC CHEST PAIN,"Chest Pain, Other",Chest Pain
DULOXETINE,575,dxo,ICD9,78659,-0.09,0.91,1.08,"CHEST PAIN, OTHER",NONSPECIFIC CHEST PAIN,"Chest Pain, Other",Chest Pain
ESCITALOPRAM,542,dxo,ICD9,78659,-0.05,0.96,1.22,"CHEST PAIN, OTHER",NONSPECIFIC CHEST PAIN,"Chest Pain, Other",Chest Pain
FLUOXETINE,526,dxo,ICD9,78659,-0.05,0.98,1.22,"CHEST PAIN, OTHER",NONSPECIFIC CHEST PAIN,"Chest Pain, Other",Chest Pain
SERTRALINE,546,dxo,ICD9,78659,-0.06,0.91,1.23,"CHEST PAIN, OTHER",NONSPECIFIC CHEST PAIN,"Chest Pain, Other",Chest Pain
VENLAFAXINE,541,dxo,ICD9,78659,-0.08,0.88,1.1,"CHEST PAIN, OTHER",NONSPECIFIC CHEST PAIN,"Chest Pain, Other",Chest Pain
Less common antidepressants or combination of antidepressants,568,dxo,ICD9,78659,-0.03,0.99,1.26,"CHEST PAIN, OTHER",NONSPECIFIC CHEST PAIN,"Chest Pain, Other",Chest Pain
CITALOPRAM,560,dxo,ICD9,78650,-0.06,0.92,1.35,"CHEST PAIN, UNSPECIFIED",NONSPECIFIC CHEST PAIN,"Chest Pain, Unspecified",Chest Pain
ESCITALOPRAM,539,dxo,ICD9,78650,-0.07,0.96,1.29,"CHEST PAIN, UNSPECIFIED",NONSPECIFIC CHEST PAIN,"Chest Pain, Unspecified",Chest Pain
FLUOXETINE,523,dxo,ICD9,78650,-0.05,1,1.3,"CHEST PAIN, UNSPECIFIED",NONSPECIFIC CHEST PAIN,"Chest Pain, Unspecified",Chest Pain
PAROXETINE,85,dxi,ICD9,78650,-0.08,1.02,1.12,"CHEST PAIN, UNSPECIFIED",NONSPECIFIC CHEST PAIN,"Chest Pain, Unspecified",Chest Pain
PAROXETINE,544,dxo,ICD9,78650,-0.07,0.93,1.15,"CHEST PAIN, UNSPECIFIED",NONSPECIFIC CHEST PAIN,"Chest Pain, Unspecified",Chest Pain
SERTRALINE,543,dxo,ICD9,78650,-0.07,0.93,1.31,"CHEST PAIN, UNSPECIFIED",NONSPECIFIC CHEST PAIN,"Chest Pain, Unspecified",Chest Pain
Less common antidepressants or combination of antidepressants,565,dxo,ICD9,78650,-0.04,0.98,1.35,"CHEST PAIN, UNSPECIFIED",NONSPECIFIC CHEST PAIN,"Chest Pain, Unspecified",Chest Pain
BUPROPION,290,dxo,ICD9,496,-0.19,0.8,1.07,"CHRONIC AIRWAY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED",CHRONIC OBSTRUCTIVE PULMONARY,"Chronic Airway Obstruction, Not Elsewhere Classified",Chronic Airway Obstruction
SERTRALINE,513,dxo,ICD9,78071,-0.07,0.9,1.01,CHRONIC FATIGUE SYNDROME,MALAISE AND FATIGUE,Chronic Fatigue Syndrome,Chronic Fatigue Syndrome
PAROXETINE,764,rx,GEN,G02706,-0.04,0.98,1.16,CIPROFLOXACIN HCL,TOPICAL NASAL AND OTIC PREPARATIONS,Ciprofloxacin Hcl,Ciprofloxacin 
CITALOPRAM,787,rx,GEN,G02720,0.73,1.33,1.56,CITALOPRAM HYDROBROMIDE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Citalopram Hydrobromide,Citalopram Hydrobromide
DULOXETINE,786,rx,GEN,G02720,0.14,0.98,1.1,CITALOPRAM HYDROBROMIDE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Citalopram Hydrobromide,Citalopram Hydrobromide
ESCITALOPRAM,770,rx,GEN,G02720,0.45,1.42,1.12,CITALOPRAM HYDROBROMIDE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Citalopram Hydrobromide,Citalopram Hydrobromide
FLUOXETINE,766,rx,GEN,G02720,0.15,0.87,1.11,CITALOPRAM HYDROBROMIDE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Citalopram Hydrobromide,Citalopram Hydrobromide
PAROXETINE,765,rx,GEN,G02720,0.16,0.87,1.09,CITALOPRAM HYDROBROMIDE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Citalopram Hydrobromide,Citalopram Hydrobromide
ROPINIROLE,795,rx,GEN,G02720,-0.26,0.96,1.08,CITALOPRAM HYDROBROMIDE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Citalopram Hydrobromide,Citalopram Hydrobromide
SERTRALINE,783,rx,GEN,G02720,0.14,0.85,1.11,CITALOPRAM HYDROBROMIDE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Citalopram Hydrobromide,Citalopram Hydrobromide
VENLAFAXINE,769,rx,GEN,G02720,0.14,0.93,1.11,CITALOPRAM HYDROBROMIDE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Citalopram Hydrobromide,Citalopram Hydrobromide
Less common antidepressants or combination of antidepressants,780,rx,GEN,G02720,0.34,1.18,1.19,CITALOPRAM HYDROBROMIDE,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Citalopram Hydrobromide,Citalopram Hydrobromide
Less common antidepressants or combination of antidepressants,781,rx,GEN,G02737,-0.05,0.87,1.03,CLARITHROMYCIN,ERYTHROMYCINS,Clarithromycin,Clarithromycin
CITALOPRAM,789,rx,GEN,G02750,-0.04,0.96,1.02,CLINDAMYCIN HCL,OTHER ANTIBIOTICS,Clindamycin Hcl,Clindamycin 
PAROXETINE,768,rx,GEN,G02757,-0.09,0.72,1.02,CLINDAMYCIN PHOSPHATE,OTHER ANTIBIOTICS,Clindamycin Phosphate,Clindamycin Phosphate
AMITRIPTYLINE,783,rx,GEN,G02797,0.21,1.92,1.07,CLONAZEPAM,ANTICONVULSANTS,Clonazepam,Clonazepam
BUPROPION,763,rx,GEN,G02797,0.11,1.46,1.05,CLONAZEPAM,ANTICONVULSANTS,Clonazepam,Clonazepam
CITALOPRAM,792,rx,GEN,G02797,-0.08,0.74,1.08,CLONAZEPAM,ANTICONVULSANTS,Clonazepam,Clonazepam
DESVENLAFAXINE,773,rx,GEN,G02797,-0.1,0.65,1.08,CLONAZEPAM,ANTICONVULSANTS,Clonazepam,Clonazepam
ESCITALOPRAM,776,rx,GEN,G02797,0.1,1.16,1.07,CLONAZEPAM,ANTICONVULSANTS,Clonazepam,Clonazepam
FLUOXETINE,772,rx,GEN,G02797,-0.07,0.72,1.11,CLONAZEPAM,ANTICONVULSANTS,Clonazepam,Clonazepam
NORTRIPTYLINE,788,rx,GEN,G02797,0.18,1.51,1.05,CLONAZEPAM,ANTICONVULSANTS,Clonazepam,Clonazepam
PAROXETINE,770,rx,GEN,G02797,-0.05,0.77,1.08,CLONAZEPAM,ANTICONVULSANTS,Clonazepam,Clonazepam
SERTRALINE,789,rx,GEN,G02797,-0.08,0.71,1.09,CLONAZEPAM,ANTICONVULSANTS,Clonazepam,Clonazepam
TRAZODONE,801,rx,GEN,G02797,0.19,1.77,1.05,CLONAZEPAM,ANTICONVULSANTS,Clonazepam,Clonazepam
VENLAFAXINE,775,rx,GEN,G02797,-0.1,0.68,1.09,CLONAZEPAM,ANTICONVULSANTS,Clonazepam,Clonazepam
Less common antidepressants or combination of antidepressants,785,rx,GEN,G02797,-0.03,0.81,1.11,CLONAZEPAM,ANTICONVULSANTS,Clonazepam,Clonazepam
Less common antidepressants or combination of antidepressants,786,rx,GEN,G02799,-0.04,0.89,1.05,CLONIDINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Clonidine Hcl,Clonidine 
